user_id,n_dow_0,n_dow_1,n_dow_2,n_dow_3,n_dow_4,n_dow_5,n_dow_6,n_hod_0,n_hod_1,n_hod_2,n_hod_3,n_hod_4,n_hod_5,n_hod_6,n_hod_7,n_hod_8,n_hod_9,n_hod_10,n_hod_11,n_hod_12,n_hod_13,n_hod_14,n_hod_15,n_hod_16,n_hod_17,n_hod_18,n_hod_19,n_hod_20,n_hod_21,n_hod_22,n_hod_23,order_size_mean,order_size_std,order_size_amax,order_size_amin,small,medium,large,xl,days_since_prior_order,reordered,organic,popular,prepared,dairy,gluten,snack,meat,fish,beverage,veg,label
17088,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,29.615384615384617,0.13636363636363635,0.045454545454545456,0.3181818181818182,0.13636363636363635,0.045454545454545456,0.13636363636363635,0.045454545454545456,0.0,0.0,0.0,0.3181818181818182,1.0
106767,2.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.777777777777778,3.5978388574871505,13.0,2.0,4.0,4.0,1.0,0.0,7.661290322580645,0.29411764705882354,0.5147058823529411,0.25,0.23529411764705882,0.029411764705882353,0.014705882352941176,0.014705882352941176,0.04411764705882353,0.0,0.07352941176470588,0.5294117647058824,1.0
151789,1.0,3.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,6.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,14.823529411764707,3.046212691967827,19.0,9.0,0.0,2.0,15.0,0.0,10.235294117647058,0.712280701754386,0.06666666666666667,0.08070175438596491,0.11578947368421053,0.2736842105263158,0.20350877192982456,0.3368421052631579,0.0,0.0,0.08070175438596491,0.21403508771929824,1.0
20683,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.8,1.788854381999832,9.0,5.0,2.0,3.0,0.0,0.0,10.428571428571429,0.14545454545454545,0.2545454545454545,0.12727272727272726,0.21818181818181817,0.03636363636363636,0.10909090909090909,0.10909090909090909,0.03636363636363636,0.01818181818181818,0.01818181818181818,0.21818181818181817,1.0
9697,2.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,12.3,9.369572502995474,29.0,2.0,4.0,1.0,2.0,3.0,16.32330827067669,0.3333333333333333,0.3546099290780142,0.1347517730496454,0.2907801418439716,0.09929078014184398,0.0851063829787234,0.05673758865248227,0.06382978723404255,0.028368794326241134,0.02127659574468085,0.524822695035461,1.0
159308,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,8.018728078691781,29.0,7.0,0.0,1.0,1.0,4.0,15.271428571428572,0.660377358490566,0.0,0.0440251572327044,0.16352201257861634,0.12578616352201258,0.4088050314465409,0.23270440251572327,0.08176100628930817,0.012578616352201259,0.11320754716981132,0.11949685534591195,5.0
117230,2.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.6666666666666665,1.6583123951777,5.0,1.0,9.0,0.0,0.0,0.0,6.36,0.6296296296296297,0.07407407407407407,0.0,0.4444444444444444,0.0,0.07407407407407407,0.037037037037037035,0.0,0.0,0.1111111111111111,0.3333333333333333,1.0
93636,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.7071067811865476,3.0,2.0,2.0,0.0,0.0,0.0,23.428571428571427,0.125,0.125,0.0,0.125,0.125,0.25,0.125,0.125,0.125,0.25,0.125,1.0
55769,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.8,2.04939015319192,10.0,5.0,2.0,3.0,0.0,0.0,27.926829268292682,0.0784313725490196,0.058823529411764705,0.0392156862745098,0.19607843137254902,0.13725490196078433,0.09803921568627451,0.1568627450980392,0.0784313725490196,0.0196078431372549,0.0,0.13725490196078433,1.0
166483,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,11.0,8.031189202104505,25.0,1.0,3.0,0.0,5.0,1.0,15.166666666666666,0.373134328358209,0.34328358208955223,0.14925373134328357,0.26865671641791045,0.11194029850746269,0.014925373134328358,0.007462686567164179,0.05223880597014925,0.007462686567164179,0.03731343283582089,0.6417910447761194,5.0
